 label Gender(0=Male;1=Female;) Gender_ID(0=Male;1=Female;2=Other;) Greek(0=No;1=Yes;) Home_Town(0=Small_Town;1=Medium_City;2=Big_City_Subrub;3=Big_City;) In_State(0=No;1=Yes;) Ethnicity(0=White;1=Black;2=Hispanic;3=East_Asian;4=South_Asian;5=Other;) Religion(0=Christian;1=Jewish;2=Muslim;3=Hindu;4=Buddhist;5=Religious_but_not_one_of_the_above;6=Agnostic;7=Atheist;) Religious like_Math Calculus(0=No;1=Yes;) ACT GPA Party_Hours_per_week Drinks_per_week Sex_Partners Relationships Call_Parents Cell_Phone(0=Android;1=iPhone;2=Other;) Social_Media(10=V10_or_more;) Texts Good_or_Well Expected_Income President(1=Donald_Trump;2=Hillary_Clinton;3=Jill_Stein;4=Gary_Johnson;5=Not_eligible_to_vote;6=Chose_not_to_vote;) Illinois_Commitment Family_Income Liberal Political_Party(0=Democratic;1=Republican;2=Independent;3=Green;4=Libertarian;5=Other;) Grade_vs_Learning Parent_Relationship Work_Hours Tuition Career Section(1=L1;2=KF;3=ONL;) 
Obs312 312 0 0 0 3 0 1 0 8 6 0 20 3.7 1 0 4 1 6 1 4 3 0 999 5 7 10 5 5 7 8 0 0 9 1 
Obs313 313 1 1 1 3 1 2 0 5 0 0 19 3.4 6 7 5 2 2 1 8 4 10 90 6 0 150 2 5 5 7 10 60 9 1 
Obs314 314 0 0 0 3 1 4 2 5 6 1 29 3.6 5 0 4 0 2 1 4 7 8 300 5 6 999 5 0 5 9 0 0 3 1 
Obs315 315 0 0 0 2 1 0 0 5 5 0 27 3.6 0 0 0 0 10 1 3 5 5 100 5 5 100 6 1 1 8 0 70 0 1 
Obs316 316 1 1 0 2 1 2 6 2 2 1 27 4 4 0 0 0 7 1 6 7 2 100 5 10 60 0 2 8 9 0 100 6 1 
Obs317 317 1 1 0 2 1 0 7 0 6 0 35 4 0 4 2 2 7 1 0 3 7 100 2 0 120 4 0 5 10 0 80 10 1 
Obs318 318 0 0 0 2 1 0 5 7 4 0 23 3.8 6 12 13 3 5 1 2 4 0 150 6 5 120 0 5 10 7 0 90 8 1 
Obs319 319 1 1 0 2 1 0 1 2 8 1 29 4 10 15 4 3 7 1 4 10 6 100 5 8 300 5 0 2 8 0 100 7 1 
Obs320 320 1 1 1 2 1 0 0 3 8 1 28 3.8 6 7 4 0 5 1 2 4 7 100 5 8 51 1 0 5 9 0 20 3 1 
Obs321 321 1 1 0 1 1 0 0 5 2 0 28 4 6 3 3 1 3 1 3 4 7 90 5 3 175 7 1 4 7 0 70 8 1 
Obs322 322 1 1 0 3 1 0 0 5 0 0 32 3.8 4 4 0 0 2 1 5 3 0 150 5 10 180 0 0 5 10 10 0 6 1 
Obs323 323 1 1 0 3 1 0 6 2 2 0 27 3.8 3 1 3 1 4 1 4 5 8 85 5 7 100 8 1 5 10 0 100 10 1 
Obs324 324 0 0 0 3 1 2 7 0 10 1 29 3.1 0 0 0 2 3 1 3 0 10 100 5 10 45 8 1 5 7 0 0 0 1 
Obs325 325 1 1 0 3 1 2 6 3 4 0 23 3.6 4 1 2 0 6 1 3 1 6 100 5 8 23 3 5 8 10 15 0 6 1 
Obs326 326 1 1 0 3 1 1 0 5 9 0 22 2.7 1 1 2 1 4 1 6 3 5 75 5 3 30 5 0 3 9 25 0 8 1 
Obs327 327 0 1 0 1 1 0 7 2 5 1 27 3.7 4 5 1 1 1 0 3 6 4 90 5 6 90 9 0 7 7 5 90 8 1 
Obs328 328 1 1 0 3 1 1 5 1 8 0 21 4 3 0 1 2 6 1 10 4 5 500 5 10 39 5 0 4 7 0 0 10 1 
Obs329 329 0 0 0 3 1 2 7 0 9 1 32 3.4 0 2 2 2 1 0 6 2 4 200 6 7 36 4 0 8 10 0 0 9 1 
Obs330 330 1 1 1 2 1 0 6 3 0 1 30 3.7 6 20 2 1 4 0 4 5 6 90 5 10 100 3 0 5 9 0 100 8 1 
Obs331 331 1 1 1 2 1 0 0 8 10 1 28 3.9 12 10 2 1 7 1 3 10 5 65 5 6 250 5 1 4 10 0 100 10 1 
Obs332 332 0 0 1 3 1 2 0 7 7 1 25 2.4 10 7 13 2 6 1 6 4 8 126 2 7 178 6 0 5 10 25 80 6 1 
Obs333 333 0 0 0 3 1 2 0 7 7 0 21 2.7 2 3 2 1 2 0 5 5 8 80 5 10 30 5 0 3 7 10 0 4 1 
Obs334 334 1 1 0 3 1 2 5 5 8 0 25 3.7 2 1 1 1 7 1 3 6 5 60 5 10 30 3 0 5 10 10 10 8 1 
Obs335 335 1 1 0 1 1 0 0 2 6 1 30 4 6 0 0 2 4 1 2 10 3 200 5 4 300 9 1 5 10 0 100 7 1 
Obs336 336 0 0 0 3 1 2 7 0 5 1 28 2.6 0 0 0 0 10 1 1 2 5 50 5 10 90 0 2 10 10 0 100 0 1 
Obs337 337 1 1 0 1 1 0 0 5 5 0 28 3.8 10 4 2 1 1 1 4 5 5 80 5 10 120 3 2 5 7 15 90 8 1 
Obs338 338 0 0 0 0 0 3 0 8 1 1 32 4 6 0 0 0 1 1 5 30 5 1000 5 5 1 5 4 5 10 0 100 10 1 
Obs339 339 1 1 0 3 1 1 0 3 8 0 21 1 5 2 7 1 1 1 5 4 0 80 5 10 20 0 4 4 9 10 0 6 1 
Obs340 340 0 0 0 0 1 0 0 6 5 1 28 4 0 0 1 1 3 1 3 5 5 100 5 0 150 9 1 0 10 10 30 8 1 
Obs341 341 1 1 0 3 1 2 7 0 4 0 21 2.6 0 0 1 1 5 0 3 2 5 70 5 10 16 5 5 4 10 0 0 5 1 
Obs342 342 1 1 0 3 0 3 7 1 8 1 33 4 2 0 0 2 1 1 6 7 5 200 5 7 60 8 5 6 9 0 100 4 1 
Obs343 343 1 1 0 3 1 3 0 5 2 1 28 3.5 0 0 0 0 3 1 4 4 7 80 5 10 41 5 0 2 8 0 100 6 1 
Obs344 344 1 1 0 0 1 0 4 0 7 1 29 2.7 0 0 3 2 7 0 10 5 7 100 5 5 120 0 0 5 10 0 100 9 1 
Obs345 345 1 1 0 3 1 2 6 1 0 1 27 3.9 5 0 0 1 3 1 5 5 2 35 5 3 83 2 0 4 10 5 90 4 1 
Obs346 346 1 1 0 2 1 2 5 3 8 1 22 3.7 3 2 1 0 2 1 3 8 8 85 5 10 45 3 0 7 5 5 0 7 1 
Obs347 347 1 1 1 3 1 0 0 2 4 1 27 3.6 10 4 2 1 8 1 3 4 5 600 6 6 700 6 1 4 9 5 50 3 1 
Obs348 348 1 1 1 3 1 2 0 1 8 1 22 3.8 4 5 4 1 2 1 5 3 0 90 5 10 95 4 0 6 9 10 100 10 1 
Obs349 349 1 1 0 0 1 0 7 0 3 0 25 4 0 0 0 3 7 1 3 4 5 80 2 6 180 0 0 0 3 0 100 4 1 
Obs350 350 1 1 0 2 1 0 0 9 2 0 25 3.5 0 0 0 1 3 1 1 4 6 80 2 7 50 2 0 5 8 0 100 5 1 
Obs351 351 1 1 0 2 1 0 6 2 3 1 28 3.7 0 0 0 0 1 1 0 2 2 60 5 5 150 0 0 4 8 0 60 9 1 
Obs352 352 1 1 0 2 1 0 1 4 2 0 29 3.8 3 2 13 0 5 0 3 9 5 180 5 4 142 5 5 3 10 0 40 6 1 
Obs353 353 1 1 1 2 1 2 0 5 7 1 23 3.7 4 2 1 1 10 1 3 6 0 50 5 4 28 1 0 0 10 10 0 10 1 
Obs354 354 0 0 0 3 1 1 0 0 6 0 24 3.2 4 2 3 0 2 1 5 4 2 100 6 10 50 3 5 2 10 0 0 7 1 
Obs355 355 0 0 0 2 1 0 7 0 0 0 30 3.7 1 0 0 0 2 0 2 2 4 75 5 8 75 5 2 6 9 0 70 0 1 
Obs356 356 1 1 0 3 0 2 5 2 2 0 33 3.6 1 0 0 0 5 1 3 4 6 60 5 9 61 2 0 9 10 0 100 8 1 
Obs357 357 1 1 0 3 1 2 0 7 2 0 26 3 4 2 1 1 4 1 5 4 8 15 2 5 5 5 2 8 9 15 10 8 1 
Obs358 358 1 1 0 2 1 0 0 3 6 1 27 3.7 6 4 1 1 2 1 2 3 6 90 5 6 150 4 4 4 9 0 70 8 1 
Obs359 359 1 1 0 2 1 2 6 4 3 0 24 3.4 0 0 0 1 2 1 1 4 7 100 2 10 70 2 0 8 8 0 50 8 1 
Obs360 360 1 1 0 2 1 0 0 2 2 1 27 3.3 12 20 2 2 4 1 4 5 0 50 5 5 30 4 0 2 8 10 100 6 1 
Obs361 361 1 1 0 0 1 2 0 5 8 0 24 4 0 0 0 0 14 0 3 4 0 80 5 10 48 2 0 5 10 30 50 9 1 
Obs362 362 1 1 0 2 1 2 5 4 7 1 25 3.7 1 0 0 0 5 1 4 4 9 90 5 10 32 5 0 5 8 0 100 6 1 
Obs363 363 0 0 0 3 1 1 5 0 0 0 23 2.2 7 5 2 2 1 1 10 10 0 90 5 6 21 5 5 0 5 0 20 0 1 
Obs364 364 1 1 0 2 1 0 0 7 2 1 30 3 0 0 2 2 30 1 6 3 5 50 5 5 50 2 0 5 8 0 90 2 1 
Obs365 365 0 0 0 2 1 5 6 3 7 0 21 2.3 0 0 0 0 0 1 5 3 5 40 2 10 60 3 0 3 5 0 30 4 1 
Obs366 366 0 0 0 3 1 2 5 3 5 0 21 3.7 4 5 2 0 4 1 5 3 5 200 6 10 89 5 0 10 4 0 100 5 1 
Obs367 367 1 1 0 2 1 0 0 7 7 1 28 3.8 5 3 4 2 3 1 2 3 0 100 1 10 120 8 1 5 6 0 100 10 1 
Obs368 368 1 1 0 2 1 0 5 5 3 1 34 4 0 0 0 1 12 0 0 3 1 50 5 6 90 1 0 5 9 10 90 2 1 
Obs369 369 1 1 1 2 1 0 1 5 2 0 28 3 5 4 3 1 3 1 1 10 4 200 5 10 100 5 5 3 9 0 100 0 1 
Obs370 370 1 1 0 2 1 0 1 5 7 1 33 3.3 5 5 2 1 7 1 4 5 7 900 5 5 400 3 0 5 9 0 0 1 1 
Obs371 371 1 1 0 3 1 5 3 4 1 1 30 3.6 4 2 1 1 7 1 3 10 2 60 5 4 150 6 1 3 8 15 100 8 1 
Obs372 372 1 1 0 3 1 2 0 5 5 1 23 3.8 0 0 1 3 7 1 2 3 4 72 5 10 42 3 0 4 9 0 100 10 1 
Obs373 373 0 0 0 0 1 0 0 6 5 0 20 3.2 0 0 0 2 3 1 2 4 3 110 5 4 120 9 1 4 10 0 10 7 1 
Obs374 374 1 1 1 2 1 0 1 3 7 1 31 3.7 14 20 0 0 4 1 2 10 5 60 5 9 100 2 4 6 10 0 90 4 1 
Obs375 375 1 1 0 2 1 3 1 5 4 0 25 3.7 0 0 0 0 2 1 3 2 5 100 5 4 140 3 0 4 10 0 100 5 1 
Obs376 376 0 0 0 3 1 2 6 0 0 1 25 3.8 4 25 8 1 3 1 1 5 5 100 5 8 120 5 2 5 7 0 60 7 1 
Obs377 377 0 0 1 1 1 0 0 4 6 1 28 3.8 8 9 2 2 7 1 4 10 4 80 5 10 140 3 0 5 10 30 50 10 1 
Obs378 378 1 1 0 0 1 0 4 2 5 0 22 2.6 2 10 8 1 7 1 6 4 4 70 6 10 60 0 0 10 8 0 0 0 1 
Obs379 379 0 0 1 2 1 3 0 1 5 1 28 3.1 4 6 20 3 1 1 6 6 5 90 5 6 95 4 0 4 3 0 80 5 1 
Obs380 380 0 0 0 0 1 0 7 0 8 1 26 3.9 2 5 1 6 2 0 6 3 9 50 5 6 80 2 0 5 4 0 90 7 1 
Obs381 381 0 0 1 3 1 5 0 6 0 1 28 2.7 12 18 2 2 2 1 2 4 3 96 6 10 56 5 0 5 5 0 0 0 1 
Obs382 382 0 0 0 0 1 0 0 4 7 0 27 3.9 5 0 0 0 14 1 2 8 8 200 5 1 160 5 1 2 10 0 100 7 1 
Obs383 383 1 1 0 2 1 0 0 5 5 1 26 3.9 8 0 0 0 2 1 2 8 3 60 5 5 110 6 1 7 7 0 50 6 1 
Obs384 384 1 1 0 3 1 2 0 3 2 1 28 3.4 0 0 0 1 7 1 3 3 6 65 5 10 50 2 0 4 6 0 30 3 1 
Obs385 385 1 1 0 3 1 2 0 2 0 0 24 3.4 8 0 0 1 3 1 5 4 0 150 5 10 85 1 5 5 8 10 10 10 1 
Obs386 386 1 1 0 2 1 5 0 2 6 1 32 4 0 0 0 1 3 1 2 10 0 70 5 10 90 1 0 5 8 0 100 10 1 
Obs387 387 1 1 1 2 1 0 0 3 1 0 25 3.9 8 15 7 2 2 1 5 6 5 80 2 9 80 4 0 4 8 0 40 2 1 
Obs388 388 1 1 0 1 1 3 0 3 6 1 31 4 4 2 0 0 1 1 3 4 2 60 5 10 100 2 0 3 8 5 90 8 1 
Obs389 389 1 1 1 0 1 0 7 0 7 0 25 3.7 12 8 0 0 12 1 4 4 5 140 2 4 160 2 0 6 6 15 90 7 1 
Obs390 390 1 1 0 2 0 0 5 8 3 0 25 3.4 0 0 0 2 1 1 3 3 5 250 1 0 600 8 1 5 10 0 100 10 1 
Obs391 391 0 0 0 0 1 3 6 1 8 1 30 2.5 7 5 3 3 1 1 1 5 8 150 5 10 130 3 0 5 9 0 80 6 1 
Obs392 392 1 1 0 2 1 4 3 5 10 1 27 3.8 4 0 0 0 14 1 1 10 5 125 5 5 200 3 0 6 7 0 100 7 1 
Obs393 393 1 1 0 2 0 0 1 4 2 0 24 4 0 0 0 0 7 1 4 4 0 80 5 10 120 0 0 8 10 0 70 10 1 
Obs394 394 1 1 0 1 1 0 0 3 6 0 27 3.7 6 10 2 1 3 1 2 3 5 70 5 10 120 2 0 5 6 0 10 0 1 
Obs395 395 1 1 0 1 1 0 0 5 2 0 25 3.8 6 2 1 0 2 1 3 15 1 50 5 0 200 4 2 1 7 0 90 8 1 
Obs396 396 0 0 0 3 1 2 5 2 9 1 25 2 12 20 2 1 1 1 10 3 5 90 6 10 32 4 0 4 10 0 0 1 1 
Obs397 397 1 1 0 2 1 1 0 10 4 0 22 2.8 3 1 3 2 2 1 6 6 0 600 5 10 250 2 0 5 10 0 50 10 1 
Obs398 398 1 1 0 0 1 0 6 0 8 1 31 4 0 0 0 0 3 0 4 2 5 40 5 0 400 5 5 5 4 0 100 0 1 
Obs399 399 1 1 0 2 1 0 0 3 7 1 24 3 9 6 1 1 2 1 3 7 5 100 5 3 80 6 0 5 9 0 70 7 1 
Obs400 400 1 1 0 2 1 0 7 0 6 0 27 3.5 4 5 2 2 9 1 3 4 3 90 2 10 120 2 0 4 10 10 80 8 1 
Obs401 401 1 1 1 2 1 5 0 3 2 0 25 3.1 10 14 6 1 7 1 3 6 0 60 5 10 100 3 0 3 8 5 80 10 1 
Obs402 402 1 0 0 2 1 0 0 3 5 0 29 4 1 0 0 1 3 1 3 10 0 50 5 10 600 0 0 4 8 0 100 2 1 
Obs403 403 1 1 1 2 1 0 1 5 8 1 32 4 3 2 0 2 4 1 3 5 4 100 5 7 250 2 0 3 10 0 100 10 1 
Obs404 404 0 0 0 2 1 0 6 4 7 1 31 3.2 2 2 3 2 6 1 3 7 4 50 5 10 50 1 0 5 8 0 50 7 1 
Obs405 405 1 1 0 3 1 2 5 5 2 1 23 3.5 5 5 1 0 2 0 5 3 3 20 5 10 30 2 0 5 9 10 10 0 1 
Obs406 406 1 1 0 1 1 0 0 3 5 1 31 3.9 6 3 1 1 3 1 3 5 5 80 5 8 200 3 0 4 8 0 90 8 1 
Obs407 407 1 1 1 2 1 0 0 5 3 0 24 3.5 15 15 4 1 1 1 5 4 6 75 5 10 900 5 0 2 10 5 100 10 1 
Obs408 408 1 1 0 3 1 2 0 10 0 0 21 1.9 5 20 6 2 0 1 2 3 5 50 5 10 40 0 0 5 4 0 0 3 1 
Obs409 409 0 0 0 2 1 5 0 2 2 0 18 2.2 0 0 4 1 2 1 5 10 5 999 6 0 80 5 5 0 10 0 10 2 1 
Obs410 410 0 0 0 2 1 0 0 3 6 1 27 3.7 8 23 1 1 7 1 1 5 5 150 5 10 120 2 0 3 5 20 50 7 1 
Obs411 411 1 1 0 2 1 0 0 2 1 0 26 3.4 13 20 7 1 6 1 3 8 6 200 5 10 300 5 0 4 7 0 0 6 1 
Obs412 412 1 1 0 2 1 0 7 0 0 0 31 3.5 9 12 5 1 1 1 3 4 5 80 5 10 100 0 0 5 8 10 50 0 1 
Obs413 413 1 1 0 3 1 5 7 1 6 1 21 3 6 2 14 2 1 1 4 5 6 60 6 10 60 3 0 3 7 10 90 4 1 
Obs414 414 1 0 0 2 1 0 7 0 5 0 29 3.4 4 7 1 3 0 1 2 20 0 60 2 10 100 0 5 5 0 20 50 7 1 
Obs415 415 1 1 0 1 1 0 0 2 5 1 28 3.5 5 2 0 0 1 1 3 4 5 100 5 4 100 5 2 7 10 15 60 7 1 
Obs416 416 1 1 0 3 1 1 0 8 10 1 23 2.5 3 0 1 1 2 1 10 2 7 112 2 8 60 5 0 5 9 10 10 10 1 
Obs417 417 0 0 0 0 1 5 6 0 5 1 35 3.9 2 2 4 1 1 1 0 6 3 80 5 0 100 4 2 0 6 5 30 10 1 
Obs418 418 1 1 0 2 1 0 0 2 2 1 31 3.9 3 2 3 3 10 1 2 3 7 100 5 3 87 5 5 4 9 0 70 0 1 
Obs419 419 1 1 1 2 1 2 0 1 1 0 33 2.3 12 24 3 1 1 1 3 10 8 95 5 3 90 4 0 0 2 0 90 6 1 
Obs420 420 1 1 0 1 1 5 0 9 2 1 25 3.8 8 0 0 0 4 1 5 13 5 150 5 0 150 8 1 5 9 15 10 8 1 
Obs421 421 1 1 0 0 1 0 0 4 2 1 25 3.7 5 3 2 2 4 1 2 3 10 200 1 3 250 5 1 4 9 5 80 10 1 
Obs422 422 1 2 0 2 1 0 6 0 4 1 29 3.4 0 0 0 0 2 0 0 2 0 62 5 10 150 2 0 10 5 0 70 7 1 
Obs423 423 1 1 0 3 0 0 2 0 7 1 31 3.9 8 0 3 1 8 1 4 8 8 100 5 7 0 5 5 8 8 0 100 4 1 
Obs424 424 1 1 0 2 1 0 1 1 4 0 26 3.5 6 5 0 0 3 1 2 4 7 45 5 4 150 3 4 2 8 40 50 8 1 
Obs425 425 0 0 0 2 1 4 3 2 5 1 31 3.7 2 0 0 1 5 1 1 10 7 700 5 8 600 4 5 7 9 0 100 4 1 
Obs426 426 1 1 0 3 1 3 6 0 5 0 22 2.7 5 6 1 1 1 1 8 5 2 60 5 10 30 3 0 6 8 15 70 3 1 
Obs427 427 1 1 0 2 1 0 5 0 6 0 26 3.3 4 6 0 0 6 1 4 4 6 90 5 8 200 3 0 4 9 0 100 4 1 
Obs428 428 1 1 0 2 1 0 6 1 0 0 25 3.3 1 1 1 1 2 0 5 4 7 30 5 5 800 2 0 5 9 0 100 6 1 
Obs429 429 1 1 1 2 1 0 5 5 0 0 25 2.3 5 4 2 1 20 1 3 6 7 75 6 4 150 4 0 0 10 5 10 10 1 
Obs430 430 1 1 0 3 1 0 7 0 7 1 28 4 4 0 1 1 6 0 5 4 4 160 5 8 190 4 5 6 9 10 40 9 1 
Obs431 431 0 0 0 3 1 2 0 6 7 1 25 2.5 4 3 1 1 4 1 2 4 8 120 6 5 70 5 0 4 9 20 30 7 1 
Obs432 432 1 1 0 2 1 2 7 4 5 0 20 3.8 5 0 1 2 4 1 8 5 10 50 6 10 20 5 0 0 7 0 30 5 1 
Obs433 433 1 1 1 2 1 0 0 4 6 1 33 4 10 5 0 0 3 1 5 9 5 100 5 7 1000 5 0 4 6 0 30 0 1 
Obs434 434 0 0 1 3 1 2 6 0 3 0 25 3.2 8 20 10 1 2 0 4 2 3 80 6 3 20 3 0 0 4 0 0 8 1 
Obs435 435 0 0 0 2 1 0 0 9 5 0 29 3.8 5 3 0 0 1 1 3 10 7 120 5 8 100 4 0 4 10 0 100 9 1 
Obs436 436 1 1 0 2 1 0 6 2 4 0 29 3.2 6 12 11 2 3 1 4 10 6 100 5 9 350 3 0 3 7 0 70 5 1 
Obs437 437 1 1 0 2 1 2 5 4 2 0 18 3 2 0 1 1 2 1 4 4 7 45 5 10 30 5 0 7 8 15 0 0 1 
Obs438 438 1 1 1 1 1 0 0 8 8 1 28 4 1 0 1 1 3 1 6 5 3 500 5 5 500 3 2 6 9 0 100 10 1 
Obs439 439 1 1 0 3 1 2 0 9 5 1 26 3.6 8 15 1 1 0 1 3 3 0 100 2 10 45 5 0 5 6 5 0 8 1 
Obs440 440 1 1 1 2 1 3 0 5 4 0 21 3.6 0 0 0 1 1 1 4 4 5 60 5 2 180 5 0 3 10 0 100 0 1 
Obs441 441 1 1 0 3 1 2 7 1 9 1 23 3 15 15 3 4 1 1 6 10 5 80 5 10 103 2 0 5 10 15 80 6 1 
Obs442 442 1 1 0 2 0 4 3 4 7 1 21 3.7 5 3 0 0 6 1 4 4 10 300 5 4 400 7 1 5 10 0 100 6 1 
Obs443 443 0 0 1 2 0 0 0 10 8 1 31 3.8 10 20 1 1 6 1 4 5 5 200 5 2 350 9 1 3 10 0 100 9 1 
Obs444 444 0 0 1 0 1 5 0 8 3 0 25 3.3 0 0 7 1 1 1 2 5 7 100 5 6 70 8 1 5 8 0 20 4 1 
Obs445 445 1 1 0 1 1 1 0 3 5 0 25 3.1 0 0 0 0 1 1 6 0 10 80 5 7 58 4 2 6 7 15 30 8 1 
Obs446 446 1 1 0 2 1 0 6 3 8 1 31 3.5 0 0 1 2 50 0 10 3 3 65 5 0 50 3 0 6 9 0 90 1 1 
Obs447 447 1 1 0 3 1 5 6 5 2 1 26 2.9 5 5 3 1 0 1 2 4 7 50 2 10 30 3 0 6 6 0 100 0 1 
Obs448 448 1 1 0 1 0 0 7 0 0 0 27 3.9 10 10 10 1 3 1 3 5 5 200 5 10 50 1 0 6 9 10 70 8 1 
Obs449 449 1 1 0 2 1 4 2 4 1 0 24 4 1 0 0 2 10 1 5 3 6 80 2 10 70 3 0 5 4 0 80 5 1 
Obs450 450 1 1 0 2 1 3 0 9 0 1 29 4 6 0 0 0 7 1 5 4 10 200 5 10 17 0 5 0 10 0 100 10 1 
Obs451 451 1 1 0 0 1 0 0 6 3 1 29 3.8 5 5 2 2 3 1 3 5 5 100 5 8 200 2 0 5 9 0 90 3 1 
Obs452 452 1 2 0 3 1 0 6 0 5 0 29 4 2 0 0 3 2 1 6 7 3 60 5 10 100 2 0 4 8 0 90 8 1 
Obs453 453 1 1 0 0 1 0 0 8 8 1 29 4 6 8 0 0 25 1 5 2 5 100 5 10 125 2 0 3 9 5 90 10 1 
Obs454 454 1 1 1 2 1 0 0 6 8 1 27 3.1 4 12 2 0 4 1 3 10 6 120 6 7 400 7 1 6 10 15 100 7 1 
Obs455 455 1 1 0 3 1 1 0 6 4 0 21 1.7 7 3 2 1 1 0 9 2 8 100 2 10 20 5 0 5 7 10 0 7 1 
Obs456 456 0 0 0 2 1 0 0 7 5 1 30 3.9 5 9 6 0 1 1 2 4 9 80 5 8 180 0 2 7 7 10 100 7 1 
Obs457 457 1 1 1 2 1 0 0 1 3 1 29 3.6 4 3 1 1 7 1 4 10 6 120 2 9 150 1 0 5 9 15 60 5 1 
Obs458 458 1 1 0 2 1 5 0 5 5 1 30 4 8 7 0 0 5 1 1 5 4 55 5 6 100 1 0 8 8 0 100 5 1 
Obs459 459 1 1 0 3 1 2 7 0 6 0 27 3.4 5 2 1 3 5 1 7 6 2 80 5 8 69 2 0 4 4 10 90 6 1 
Obs460 460 1 1 0 1 0 3 7 5 2 0 29 3.5 1 0 0 1 3 1 2 4 3 7 5 5 5 3 0 5 3 0 100 3 1 
Obs461 461 1 1 1 2 1 0 0 1 5 1 35 3.9 7 15 1 1 3 1 1 8 5 200 5 6 1000 4 0 2 10 0 100 6 1 
Obs462 462 1 1 0 2 1 5 7 0 2 1 29 3.2 5 15 1 0 1 1 4 5 5 200 5 10 800 3 0 8 8 0 90 9 1 
Obs463 463 1 1 1 0 1 0 5 2 8 1 27 3.5 6 6 1 1 6 1 5 3 9 90 5 5 100 6 1 4 10 30 70 2 1 
Obs464 464 1 1 0 3 1 2 5 7 1 0 19 2.7 12 10 8 0 0 1 7 7 3 90 5 10 19 3 0 10 6 20 0 7 1 
Obs465 465 1 1 0 3 1 0 0 5 0 0 29 2.8 6 4 30 0 2 1 4 4 6 270 2 10 75 0 0 3 8 35 0 10 1 
Obs466 466 0 0 1 2 1 1 6 0 0 1 28 3.4 12 10 4 1 1 1 10 50 10 50000 1 5 250 5 2 0 10 15 70 5 1 
Obs467 467 1 1 1 3 1 0 0 2 2 1 26 3.5 12 20 10 0 3 1 4 10 5 150 5 6 150 4 4 3 10 15 70 7 1 
Obs468 468 1 1 0 2 1 0 0 8 9 1 29 3.7 10 0 0 1 14 1 5 5 5 125 5 5 175 6 1 4 10 10 100 7 1 
Obs469 469 1 1 0 3 1 0 6 0 4 0 29 3.9 5 10 0 0 3 1 7 5 0 85 5 7 140 2 0 5 8 0 30 9 1 
Obs470 470 1 1 0 2 1 1 0 4 1 1 30 3.6 3 0 0 0 2 1 2 4 5 40 5 10 100 4 0 5 9 0 70 7 1 
Obs471 471 1 1 0 2 1 0 0 5 5 1 24 3 5 0 2 2 4 1 5 5 2 100 1 0 200 10 1 6 5 10 20 0 1 
Obs472 472 1 1 0 3 1 0 0 8 4 0 22 3.7 1 0 0 0 7 1 3 5 2 50 5 10 29 4 0 7 10 0 30 5 1 
Obs473 473 1 1 0 2 1 0 0 5 1 0 23 3 8 0 0 0 4 1 4 2 5 80 5 2 800 5 1 5 7 0 90 0 1 
Obs474 474 0 0 1 1 1 0 0 5 8 0 23 2.8 12 12 5 1 4 1 6 8 5 80 1 5 100 3 0 4 7 20 20 4 1 
Obs475 475 1 1 0 2 1 5 0 7 0 1 25 3.8 0 0 3 2 2 1 1 8 3 100 5 5 140 3 0 8 4 15 80 6 1 
Obs476 476 1 1 0 3 1 2 5 7 6 0 24 3.3 2 4 3 2 5 1 3 3 7 110 6 7 30 7 0 4 7 5 30 4 1 
Obs477 477 1 1 0 0 1 3 0 7 6 1 21 4 10 4 0 0 18 1 6 5 7 90 5 4 100 4 2 6 10 5 80 6 1 
Obs478 478 1 1 0 2 1 2 0 5 7 0 28 4 10 5 0 0 4 1 10 10 5 100 5 2 300 2 0 3 9 10 90 8 1 
Obs479 479 1 1 0 0 1 0 6 0 5 1 26 3.3 5 5 1 1 0 1 3 3 8 75 2 8 35 5 0 3 5 15 30 1 1 
Obs480 480 1 1 0 3 1 2 5 5 10 1 24 2 10 12 3 1 7 1 6 5 7 90 6 10 60 5 0 5 5 25 0 5 1 
Obs481 481 1 1 0 0 1 0 1 0 0 0 18 3.5 15 0 3 0 2 1 4 20 9 100 6 10 60 5 5 5 9 0 100 9 1 
Obs482 482 1 1 0 3 1 3 6 1 5 1 26 3.3 2 2 12 3 0 1 5 5 0 105 2 9 30 2 0 4 2 10 0 7 1 
Obs483 483 1 1 0 2 1 1 0 6 5 1 19 2.9 0 0 1 1 7 1 3 4 0 100 2 8 79 2 0 5 8 0 100 0 1 
Obs484 484 1 1 0 2 1 0 7 2 3 0 25 4 4 5 2 2 5 1 5 5 7 150 1 10 100 8 1 3 7 0 10 8 1 
Obs485 485 1 1 0 3 1 3 0 6 8 0 22 4 3 1 0 1 2 1 3 8 5 80 5 10 60 5 5 5 8 10 80 8 1 
Obs486 486 0 0 0 3 1 3 4 0 2 0 22 3.3 0 0 1 0 1 1 2 2 5 120 6 10 25 5 0 5 8 0 90 3 1 
Obs487 487 1 1 0 0 1 0 0 8 5 1 23 3.8 4 5 4 2 2 1 3 3 8 100 5 5 240 2 4 2 7 0 40 8 1 
Obs488 488 1 1 0 3 1 2 5 3 4 0 27 3.1 4 4 0 0 7 1 4 10 6 50 5 10 80 5 0 5 10 20 50 5 1 
Obs489 489 1 1 1 2 1 0 7 0 1 1 27 3.3 4 6 3 2 0 1 3 2 0 500 2 10 900 3 0 3 4 0 100 7 1 
